quota,instcd,brcd,Cat,SubCat,TSeat,stcd1,stcd2,stcd3,stcd4,stcd5,stcd6,stcd7,stcd8,stcd9,stcd10
OS,NJL,MEC,SC,NO,7,PB,,,,,,,,,
OS,NJL,MEC,SC,PH,0,PB,,,,,,,,,
OS,NJL,MEC,ST,NO,4,PB,,,,,,,,,
OS,NJL,MEC,ST,PH,0,PB,,,,,,,,,
OS,NJL,MEC,BC,NO,12,PB,,,,,,,,,
OS,NJL,MEC,BC,PH,0,PB,,,,,,,,,
HS,NJL,MNM,OP,NO,8,PB,,,,,,,,,
HS,NJL,MNM,OP,PH,0,PB,,,,,,,,,
HS,NJL,MNM,SC,NO,2,PB,,,,,,,,,
HS,NJL,MNM,SC,PH,0,PB,,,,,,,,,
HS,NJL,MNM,ST,NO,1,PB,,,,,,,,,
HS,NJL,MNM,ST,PH,0,PB,,,,,,,,,
HS,NJL,MNM,BC,NO,4,PB,,,,,,,,,
HS,NJL,MNM,BC,PH,0,PB,,,,,,,,,
OS,NJL,MNM,OP,NO,7,PB,,,,,,,,,
OS,NJL,MNM,OP,PH,0,PB,,,,,,,,,
OS,NJL,MNM,SC,NO,3,PB,,,,,,,,,
OS,NJL,MNM,SC,PH,0,PB,,,,,,,,,
OS,NJL,MNM,ST,NO,1,PB,,,,,,,,,
OS,NJL,MNM,ST,PH,0,PB,,,,,,,,,
OS,NJL,MNM,BC,NO,4,PB,,,,,,,,,
OS,NJL,MNM,BC,PH,0,PB,,,,,,,,,
HS,NJL,TEX,OP,NO,22,PB,,,,,,,,,
HS,NJL,TEX,OP,PH,1,PB,,,,,,,,,
HS,NJL,TEX,SC,NO,7,PB,,,,,,,,,
HS,NJL,TEX,SC,PH,0,PB,,,,,,,,,
HS,NJL,TEX,ST,NO,3,PB,,,,,,,,,
HS,NJL,TEX,ST,PH,0,PB,,,,,,,,,
HS,NJL,TEX,BC,NO,13,PB,,,,,,,,,
HS,NJL,TEX,BC,PH,0,PB,,,,,,,,,
OS,NJL,TEX,OP,NO,23,PB,,,,,,,,,
OS,NJL,TEX,OP,PH,0,PB,,,,,,,,,
OS,NJL,TEX,SC,NO,7,PB,,,,,,,,,
OS,NJL,TEX,SC,PH,0,PB,,,,,,,,,
OS,NJL,TEX,ST,NO,4,PB,,,,,,,,,
OS,NJL,TEX,ST,PH,0,PB,,,,,,,,,
OS,NJL,TEX,BC,NO,12,PB,,,,,,,,,
OS,NJL,TEX,BC,PH,0,PB,,,,,,,,,
HS,NJM,CIV,OP,NO,23,JR,,,,,,,,,
HS,NJM,CIV,OP,PH,0,JR,,,,,,,,,
HS,NJM,CIV,SC,NO,6,JR,,,,,,,,,
HS,NJM,CIV,SC,PH,0,JR,,,,,,,,,
HS,NJM,CIV,ST,NO,4,JR,,,,,,,,,
HS,NJM,CIV,ST,PH,0,JR,,,,,,,,,
HS,NJM,CIV,BC,NO,13,JR,,,,,,,,,
HS,NJM,CIV,BC,PH,0,JR,,,,,,,,,
OS,NJM,CIV,OP,NO,24,JR,,,,,,,,,
OS,NJM,CIV,OP,PH,0,JR,,,,,,,,,
OS,NJM,CIV,SC,NO,6,JR,,,,,,,,,
OS,NJM,CIV,SC,PH,0,JR,,,,,,,,,
OS,NJM,CIV,ST,NO,3,JR,,,,,,,,,
OS,NJM,CIV,ST,PH,0,JR,,,,,,,,,
OS,NJM,CIV,BC,NO,13,JR,,,,,,,,,
OS,NJM,CIV,BC,PH,0,JR,,,,,,,,,
HS,NJM,CSE,OP,NO,22,JR,,,,,,,,,
HS,NJM,CSE,OP,PH,1,JR,,,,,,,,,
HS,NJM,CSE,SC,NO,7,JR,,,,,,,,,
HS,NJM,CSE,SC,PH,0,JR,,,,,,,,,
HS,NJM,CSE,ST,NO,3,JR,,,,,,,,,
HS,NJM,CSE,ST,PH,1,JR,,,,,,,,,
HS,NJM,CSE,BC,NO,12,JR,,,,,,,,,
HS,NJM,CSE,BC,PH,1,JR,,,,,,,,,
OS,NJM,CSE,OP,NO,22,JR,,,,,,,,,
OS,NJM,CSE,OP,PH,1,JR,,,,,,,,,
OS,NJM,CSE,SC,NO,8,JR,,,,,,,,,
OS,NJM,CSE,SC,PH,0,JR,,,,,,,,,
OS,NJM,CSE,ST,NO,4,JR,,,,,,,,,
OS,NJM,CSE,ST,PH,0,JR,,,,,,,,,
OS,NJM,CSE,BC,NO,9,JR,,,,,,,,,
OS,NJM,CSE,BC,PH,1,JR,,,,,,,,,
HS,NJM,ECE,OP,NO,22,JR,,,,,,,,,
HS,NJM,ECE,OP,PH,1,JR,,,,,,,,,
HS,NJM,ECE,SC,NO,5,JR,,,,,,,,,
HS,NJM,ECE,SC,PH,1,JR,,,,,,,,,
HS,NJM,ECE,ST,NO,4,JR,,,,,,,,,
HS,NJM,ECE,ST,PH,0,JR,,,,,,,,,
HS,NJM,ECE,BC,NO,12,JR,,,,,,,,,
HS,NJM,ECE,BC,PH,1,JR,,,,,,,,,
OS,NJM,ECE,OP,NO,23,JR,,,,,,,,,
OS,NJM,ECE,OP,PH,1,JR,,,,,,,,,
OS,NJM,ECE,SC,NO,4,JR,,,,,,,,,
OS,NJM,ECE,SC,PH,1,JR,,,,,,,,,
OS,NJM,ECE,ST,NO,4,JR,,,,,,,,,
OS,NJM,ECE,ST,PH,0,JR,,,,,,,,,
OS,NJM,ECE,BC,NO,14,JR,,,,,,,,,
OS,NJM,ECE,BC,PH,0,JR,,,,,,,,,
HS,NJM,EEE,OP,NO,22,JR,,,,,,,,,
HS,NJM,EEE,OP,PH,1,JR,,,,,,,,,
HS,NJM,EEE,SC,NO,5,JR,,,,,,,,,
HS,NJM,EEE,SC,PH,1,JR,,,,,,,,,
HS,NJM,EEE,ST,NO,4,JR,,,,,,,,,
HS,NJM,EEE,ST,PH,0,JR,,,,,,,,,
HS,NJM,EEE,BC,NO,12,JR,,,,,,,,,
HS,NJM,EEE,BC,PH,1,JR,,,,,,,,,
OS,NJM,EEE,OP,NO,23,JR,,,,,,,,,
OS,NJM,EEE,OP,PH,1,JR,,,,,,,,,
OS,NJM,EEE,SC,NO,7,JR,,,,,,,,,
OS,NJM,EEE,SC,PH,0,JR,,,,,,,,,
OS,NJM,EEE,ST,NO,3,JR,,,,,,,,,
OS,NJM,EEE,ST,PH,0,JR,,,,,,,,,
OS,NJM,EEE,BC,NO,12,JR,,,,,,,,,
OS,NJM,EEE,BC,PH,1,JR,,,,,,,,,
HS,NJM,MEC,OP,NO,23,JR,,,,,,,,,
HS,NJM,MEC,OP,PH,0,JR,,,,,,,,,
HS,NJM,MEC,SC,NO,9,JR,,,,,,,,,
HS,NJM,MEC,SC,PH,0,JR,,,,,,,,,
HS,NJM,MEC,ST,NO,4,JR,,,,,,,,,
HS,NJM,MEC,ST,PH,0,JR,,,,,,,,,
HS,NJM,MEC,BC,NO,12,JR,,,,,,,,,
HS,NJM,MEC,BC,PH,0,JR,,,,,,,,,
OS,NJM,MEC,OP,NO,24,JR,,,,,,,,,
OS,NJM,MEC,OP,PH,0,JR,,,,,,,,,
OS,NJM,MEC,SC,NO,7,JR,,,,,,,,,
OS,NJM,MEC,SC,PH,0,JR,,,,,,,,,
OS,NJM,MEC,ST,NO,2,JR,,,,,,,,,
OS,NJM,MEC,ST,PH,0,JR,,,,,,,,,
OS,NJM,MEC,BC,NO,12,JR,,,,,,,,,
OS,NJM,MEC,BC,PH,0,JR,,,,,,,,,
HS,NJM,MLE,OP,NO,22,JR,,,,,,,,,
HS,NJM,MLE,OP,PH,1,JR,,,,,,,,,
HS,NJM,MLE,SC,NO,6,JR,,,,,,,,,
HS,NJM,MLE,SC,PH,0,JR,,,,,,,,,
HS,NJM,MLE,ST,NO,4,JR,,,,,,,,,
HS,NJM,MLE,ST,PH,0,JR,,,,,,,,,
HS,NJM,MLE,BC,NO,12,JR,,,,,,,,,
HS,NJM,MLE,BC,PH,0,JR,,,,,,,,,
OS,NJM,MLE,OP,NO,22,JR,,,,,,,,,
OS,NJM,MLE,OP,PH,1,JR,,,,,,,,,
OS,NJM,MLE,SC,NO,8,JR,,,,,,,,,
OS,NJM,MLE,SC,PH,0,JR,,,,,,,,,
OS,NJM,MLE,ST,NO,3,JR,,,,,,,,,
OS,NJM,MLE,ST,PH,0,JR,,,,,,,,,
OS,NJM,MLE,BC,NO,13,JR,,,,,,,,,
OS,NJM,MLE,BC,PH,0,JR,,,,,,,,,
HS,NJM,PIE,OP,NO,10,JR,,,,,,,,,
HS,NJM,PIE,OP,PH,1,JR,,,,,,,,,
HS,NJM,PIE,SC,NO,4,JR,,,,,,,,,
HS,NJM,PIE,SC,PH,0,JR,,,,,,,,,
HS,NJM,PIE,ST,NO,2,JR,,,,,,,,,
HS,NJM,PIE,ST,PH,0,JR,,,,,,,,,
HS,NJM,PIE,BC,NO,6,JR,,,,,,,,,
HS,NJM,PIE,BC,PH,0,JR,,,,,,,,,
OS,NJM,PIE,OP,NO,12,JR,,,,,,,,,
OS,NJM,PIE,OP,PH,0,JR,,,,,,,,,
OS,NJM,PIE,SC,NO,5,JR,,,,,,,,,
OS,NJM,PIE,SC,PH,0,JR,,,,,,,,,
OS,NJM,PIE,ST,NO,1,JR,,,,,,,,,
OS,NJM,PIE,ST,PH,0,JR,,,,,,,,,
OS,NJM,PIE,BC,NO,5,JR,,,,,,,,,
OS,NJM,PIE,BC,PH,0,JR,,,,,,,,,
HS,NKU,CIV,OP,NO,34,HR,,,,,,,,,
HS,NKU,CIV,OP,PH,1,HR,,,,,,,,,
HS,NKU,CIV,SC,NO,10,HR,,,,,,,,,
HS,NKU,CIV,SC,PH,1,HR,,,,,,,,,
HS,NKU,CIV,ST,NO,5,HR,,,,,,,,,
HS,NKU,CIV,ST,PH,0,HR,,,,,,,,,
HS,NKU,CIV,BC,NO,19,HR,,,,,,,,,
HS,NKU,CIV,BC,PH,0,HR,,,,,,,,,
OS,NKU,CIV,OP,NO,34,HR,,,,,,,,,
OS,NKU,CIV,OP,PH,1,HR,,,,,,,,,
OS,NKU,CIV,SC,NO,10,HR,,,,,,,,,
OS,NKU,CIV,SC,PH,1,HR,,,,,,,,,
OS,NKU,CIV,ST,NO,5,HR,,,,,,,,,
OS,NKU,CIV,ST,PH,0,HR,,,,,,,,,
OS,NKU,CIV,BC,NO,18,HR,,,,,,,,,
OS,NKU,CIV,BC,PH,1,HR,,,,,,,,,
HS,NKU,COE,OP,NO,23,HR,,,,,,,,,
HS,NKU,COE,OP,PH,1,HR,,,,,,,,,
HS,NKU,COE,SC,NO,7,HR,,,,,,,,,
HS,NKU,COE,SC,PH,0,HR,,,,,,,,,
HS,NKU,COE,ST,NO,3,HR,,,,,,,,,
HS,NKU,COE,ST,PH,0,HR,,,,,,,,,
HS,NKU,COE,BC,NO,12,HR,,,,,,,,,
HS,NKU,COE,BC,PH,0,HR,,,,,,,,,
OS,NKU,COE,OP,NO,23,HR,,,,,,,,,
OS,NKU,COE,OP,PH,1,HR,,,,,,,,,
OS,NKU,COE,SC,NO,7,HR,,,,,,,,,
OS,NKU,COE,SC,PH,0,HR,,,,,,,,,
OS,NKU,COE,ST,NO,3,HR,,,,,,,,,
OS,NKU,COE,ST,PH,0,HR,,,,,,,,,
OS,NKU,COE,BC,NO,12,HR,,,,,,,,,
OS,NKU,COE,BC,PH,0,HR,,,,,,,,,
HS,NKU,ECE,OP,NO,33,HR,,,,,,,,,
HS,NKU,ECE,OP,PH,1,HR,,,,,,,,,
HS,NKU,ECE,SC,NO,10,HR,,,,,,,,,
HS,NKU,ECE,SC,PH,0,HR,,,,,,,,,
HS,NKU,ECE,ST,NO,5,HR,,,,,,,,,
HS,NKU,ECE,ST,PH,1,HR,,,,,,,,,
HS,NKU,ECE,BC,NO,18,HR,,,,,,,,,
HS,NKU,ECE,BC,PH,1,HR,,,,,,,,,
OS,NKU,ECE,OP,NO,34,HR,,,,,,,,,
OS,NKU,ECE,OP,PH,0,HR,,,,,,,,,
OS,NKU,ECE,SC,NO,9,HR,,,,,,,,,
OS,NKU,ECE,SC,PH,1,HR,,,,,,,,,
OS,NKU,ECE,ST,NO,5,HR,,,,,,,,,
OS,NKU,ECE,ST,PH,1,HR,,,,,,,,,
OS,NKU,ECE,BC,NO,18,HR,,,,,,,,,
OS,NKU,ECE,BC,PH,1,HR,,,,,,,,,
HS,NKU,ELE,OP,NO,34,HR,,,,,,,,,
HS,NKU,ELE,OP,PH,1,HR,,,,,,,,,
HS,NKU,ELE,SC,NO,10,HR,,,,,,,,,
HS,NKU,ELE,SC,PH,1,HR,,,,,,,,,
HS,NKU,ELE,ST,NO,5,HR,,,,,,,,,
HS,NKU,ELE,ST,PH,0,HR,,,,,,,,,
HS,NKU,ELE,BC,NO,18,HR,,,,,,,,,
HS,NKU,ELE,BC,PH,1,HR,,,,,,,,,
OS,NKU,ELE,OP,NO,34,HR,,,,,,,,,
OS,NKU,ELE,OP,PH,1,HR,,,,,,,,,
OS,NKU,ELE,SC,NO,10,HR,,,,,,,,,
OS,NKU,ELE,SC,PH,0,HR,,,,,,,,,
OS,NKU,ELE,ST,NO,5,HR,,,,,,,,,
OS,NKU,ELE,ST,PH,0,HR,,,,,,,,,
OS,NKU,ELE,BC,NO,19,HR,,,,,,,,,
OS,NKU,ELE,BC,PH,1,HR,,,,,,,,,
HS,NKU,ITY,OP,NO,23,HR,,,,,,,,,
HS,NKU,ITY,OP,PH,1,HR,,,,,,,,,
HS,NKU,ITY,SC,NO,7,HR,,,,,,,,,
HS,NKU,ITY,SC,PH,0,HR,,,,,,,,,
HS,NKU,ITY,ST,NO,3,HR,,,,,,,,,
HS,NKU,ITY,ST,PH,0,HR,,,,,,,,,
HS,NKU,ITY,BC,NO,12,HR,,,,,,,,,
HS,NKU,ITY,BC,PH,0,HR,,,,,,,,,
OS,NKU,ITY,OP,NO,23,HR,,,,,,,,,
OS,NKU,ITY,OP,PH,1,HR,,,,,,,,,
OS,NKU,ITY,SC,NO,7,HR,,,,,,,,,
OS,NKU,ITY,SC,PH,0,HR,,,,,,,,,
OS,NKU,ITY,ST,NO,3,HR,,,,,,,,,
OS,NKU,ITY,ST,PH,0,HR,,,,,,,,,
OS,NKU,ITY,BC,NO,12,HR,,,,,,,,,
OS,NKU,ITY,BC,PH,0,HR,,,,,,,,,
HS,NKU,MEC,OP,NO,33,HR,,,,,,,,,
HS,NKU,MEC,OP,PH,1,HR,,,,,,,,,
HS,NKU,MEC,SC,NO,10,HR,,,,,,,,,
HS,NKU,MEC,SC,PH,0,HR,,,,,,,,,
HS,NKU,MEC,ST,NO,6,HR,,,,,,,,,
HS,NKU,MEC,ST,PH,0,HR,,,,,,,,,
HS,NKU,MEC,BC,NO,18,HR,,,,,,,,,
HS,NKU,MEC,BC,PH,1,HR,,,,,,,,,
OS,NKU,MEC,OP,NO,33,HR,,,,,,,,,
OS,NKU,MEC,OP,PH,1,HR,,,,,,,,,
OS,NKU,MEC,SC,NO,10,HR,,,,,,,,,
OS,NKU,MEC,SC,PH,0,HR,,,,,,,,,
OS,NKU,MEC,ST,NO,6,HR,,,,,,,,,
OS,NKU,MEC,ST,PH,0,HR,,,,,,,,,
OS,NKU,MEC,BC,NO,18,HR,,,,,,,,,
OS,NKU,MEC,BC,PH,1,HR,,,,,,,,,
HS,NKU,PIE,OP,NO,23,HR,,,,,,,,,
HS,NKU,PIE,OP,PH,1,HR,,,,,,,,,
HS,NKU,PIE,SC,NO,7,HR,,,,,,,,,
HS,NKU,PIE,SC,PH,0,HR,,,,,,,,,
HS,NKU,PIE,ST,NO,3,HR,,,,,,,,,
HS,NKU,PIE,ST,PH,0,HR,,,,,,,,,
HS,NKU,PIE,BC,NO,12,HR,,,,,,,,,
HS,NKU,PIE,BC,PH,0,HR,,,,,,,,,
OS,NKU,PIE,OP,NO,23,HR,,,,,,,,,
OS,NKU,PIE,OP,PH,1,HR,,,,,,,,,
OS,NKU,PIE,SC,NO,7,HR,,,,,,,,,
OS,NKU,PIE,SC,PH,0,HR,,,,,,,,,
OS,NKU,PIE,ST,NO,3,HR,,,,,,,,,
OS,NKU,PIE,ST,PH,0,HR,,,,,,,,,
OS,NKU,PIE,BC,NO,12,HR,,,,,,,,,
OS,NKU,PIE,BC,PH,0,HR,,,,,,,,,
HS,NMG,CIV,OP,NO,2,MG,,,,,,,,,
HS,NMG,CIV,OP,PH,0,MG,,,,,,,,,
HS,NMG,CIV,SC,NO,1,MG,,,,,,,,,
HS,NMG,CIV,SC,PH,0,MG,,,,,,,,,
HS,NMG,CIV,ST,NO,12,MG,,,,,,,,,
HS,NMG,CIV,ST,PH,0,MG,,,,,,,,,
HS,NMG,CIV,BC,NO,0,MG,,,,,,,,,
HS,NMG,CIV,BC,PH,0,MG,,,,,,,,,
OS,NMG,CIV,OP,NO,7,MG,,,,,,,,,
OS,NMG,CIV,OP,PH,0,MG,,,,,,,,,
OS,NMG,CIV,SC,NO,2,MG,,,,,,,,,
OS,NMG,CIV,SC,PH,0,MG,,,,,,,,,
OS,NMG,CIV,ST,NO,2,MG,,,,,,,,,
OS,NMG,CIV,ST,PH,0,MG,,,,,,,,,
OS,NMG,CIV,BC,NO,4,MG,,,,,,,,,
OS,NMG,CIV,BC,PH,0,MG,,,,,,,,,
HS,NMG,CSE,OP,NO,2,MG,,,,,,,,,
HS,NMG,CSE,OP,PH,0,MG,,,,,,,,,
HS,NMG,CSE,SC,NO,1,MG,,,,,,,,,
HS,NMG,CSE,SC,PH,0,MG,,,,,,,,,
HS,NMG,CSE,ST,NO,11,MG,,,,,,,,,
HS,NMG,CSE,ST,PH,1,MG,,,,,,,,,
HS,NMG,CSE,BC,NO,0,MG,,,,,,,,,
HS,NMG,CSE,BC,PH,0,MG,,,,,,,,,
OS,NMG,CSE,OP,NO,8,MG,,,,,,,,,
OS,NMG,CSE,OP,PH,0,MG,,,,,,,,,
OS,NMG,CSE,SC,NO,2,MG,,,,,,,,,
OS,NMG,CSE,SC,PH,0,MG,,,,,,,,,
OS,NMG,CSE,ST,NO,1,MG,,,,,,,,,
OS,NMG,CSE,ST,PH,0,MG,,,,,,,,,
OS,NMG,CSE,BC,NO,4,MG,,,,,,,,,
OS,NMG,CSE,BC,PH,0,MG,,,,,,,,,
HS,NMG,ECE,OP,NO,3,MG,,,,,,,,,
HS,NMG,ECE,OP,PH,0,MG,,,,,,,,,
HS,NMG,ECE,SC,NO,0,MG,,,,,,,,,
HS,NMG,ECE,SC,PH,0,MG,,,,,,,,,
HS,NMG,ECE,ST,NO,11,MG,,,,,,,,,
HS,NMG,ECE,ST,PH,1,MG,,,,,,,,,
HS,NMG,ECE,BC,NO,0,MG,,,,,,,,,
HS,NMG,ECE,BC,PH,0,MG,,,,,,,,,
OS,NMG,ECE,OP,NO,7,MG,,,,,,,,,
OS,NMG,ECE,OP,PH,1,MG,,,,,,,,,
OS,NMG,ECE,SC,NO,2,MG,,,,,,,,,
OS,NMG,ECE,SC,PH,0,MG,,,,,,,,,
OS,NMG,ECE,ST,NO,1,MG,,,,,,,,,
OS,NMG,ECE,ST,PH,0,MG,,,,,,,,,
OS,NMG,ECE,BC,NO,4,MG,,,,,,,,,
OS,NMG,ECE,BC,PH,0,MG,,,,,,,,,
HS,NMG,EEE,OP,NO,2,MG,,,,,,,,,
HS,NMG,EEE,OP,PH,0,MG,,,,,,,,,
HS,NMG,EEE,SC,NO,1,MG,,,,,,,,,
HS,NMG,EEE,SC,PH,0,MG,,,,,,,,,
HS,NMG,EEE,ST,NO,12,MG,,,,,,,,,
HS,NMG,EEE,ST,PH,0,MG,,,,,,,,,
HS,NMG,EEE,BC,NO,0,MG,,,,,,,,,
HS,NMG,EEE,BC,PH,0,MG,,,,,,,,,
OS,NMG,EEE,OP,NO,7,MG,,,,,,,,,
OS,NMG,EEE,OP,PH,0,MG,,,,,,,,,
OS,NMG,EEE,SC,NO,3,MG,,,,,,,,,
OS,NMG,EEE,SC,PH,0,MG,,,,,,,,,
OS,NMG,EEE,ST,NO,1,MG,,,,,,,,,
OS,NMG,EEE,ST,PH,0,MG,,,,,,,,,
OS,NMG,EEE,BC,NO,3,MG,,,,,,,,,
OS,NMG,EEE,BC,PH,1,MG,,,,,,,,,
HS,NMG,MEC,OP,NO,2,MG,,,,,,,,,
HS,NMG,MEC,OP,PH,0,MG,,,,,,,,,
HS,NMG,MEC,SC,NO,1,MG,,,,,,,,,
HS,NMG,MEC,SC,PH,0,MG,,,,,,,,,
HS,NMG,MEC,ST,NO,12,MG,,,,,,,,,
HS,NMG,MEC,ST,PH,0,MG,,,,,,,,,
HS,NMG,MEC,BC,NO,0,MG,,,,,,,,,
HS,NMG,MEC,BC,PH,0,MG,,,,,,,,,
OS,NMG,MEC,OP,NO,8,MG,,,,,,,,,
OS,NMG,MEC,OP,PH,0,MG,,,,,,,,,
OS,NMG,MEC,SC,NO,2,MG,,,,,,,,,
OS,NMG,MEC,SC,PH,0,MG,,,,,,,,,
OS,NMG,MEC,ST,NO,1,MG,,,,,,,,,
OS,NMG,MEC,ST,PH,0,MG,,,,,,,,,
OS,NMG,MEC,BC,NO,4,MG,,,,,,,,,
OS,NMG,MEC,BC,PH,0,MG,,,,,,,,,
HS,NMR,CIV,OP,NO,7,MN,,,,,,,,,
HS,NMR,CIV,OP,PH,0,MN,,,,,,,,,
HS,NMR,CIV,SC,NO,2,MN,,,,,,,,,
HS,NMR,CIV,SC,PH,0,MN,,,,,,,,,
HS,NMR,CIV,ST,NO,1,MN,,,,,,,,,
HS,NMR,CIV,ST,PH,0,MN,,,,,,,,,
HS,NMR,CIV,BC,NO,5,MN,,,,,,,,,
HS,NMR,CIV,BC,PH,0,MN,,,,,,,,,
OS,NMR,CIV,OP,NO,8,MN,,,,,,,,,
OS,NMR,CIV,OP,PH,0,MN,,,,,,,,,
OS,NMR,CIV,SC,NO,2,MN,,,,,,,,,
OS,NMR,CIV,SC,PH,0,MN,,,,,,,,,
OS,NMR,CIV,ST,NO,1,MN,,,,,,,,,
OS,NMR,CIV,ST,PH,0,MN,,,,,,,,,
OS,NMR,CIV,BC,NO,4,MN,,,,,,,,,
OS,NMR,CIV,BC,PH,0,MN,,,,,,,,,
HS,NMR,CSE,OP,NO,14,MN,,,,,,,,,
HS,NMR,CSE,OP,PH,1,MN,,,,,,,,,
HS,NMR,CSE,SC,NO,5,MN,,,,,,,,,
HS,NMR,CSE,SC,PH,0,MN,,,,,,,,,
HS,NMR,CSE,ST,NO,2,MN,,,,,,,,,
HS,NMR,CSE,ST,PH,0,MN,,,,,,,,,
HS,NMR,CSE,BC,NO,8,MN,,,,,,,,,
HS,NMR,CSE,BC,PH,0,MN,,,,,,,,,
OS,NMR,CSE,OP,NO,14,MN,,,,,,,,,
OS,NMR,CSE,OP,PH,1,MN,,,,,,,,,
OS,NMR,CSE,SC,NO,5,MN,,,,,,,,,
OS,NMR,CSE,SC,PH,0,MN,,,,,,,,,
OS,NMR,CSE,ST,NO,2,MN,,,,,,,,,
OS,NMR,CSE,ST,PH,0,MN,,,,,,,,,
OS,NMR,CSE,BC,NO,8,MN,,,,,,,,,
OS,NMR,CSE,BC,PH,0,MN,,,,,,,,,
HS,NMR,ECE,OP,NO,8,MN,,,,,,,,,
HS,NMR,ECE,OP,PH,0,MN,,,,,,,,,
HS,NMR,ECE,SC,NO,2,MN,,,,,,,,,
HS,NMR,ECE,SC,PH,0,MN,,,,,,,,,
HS,NMR,ECE,ST,NO,1,MN,,,,,,,,,
HS,NMR,ECE,ST,PH,0,MN,,,,,,,,,
HS,NMR,ECE,BC,NO,4,MN,,,,,,,,,
HS,NMR,ECE,BC,PH,0,MN,,,,,,,,,
OS,NMR,ECE,OP,NO,7,MN,,,,,,,,,
OS,NMR,ECE,OP,PH,1,MN,,,,,,,,,
OS,NMR,ECE,SC,NO,2,MN,,,,,,,,,
OS,NMR,ECE,SC,PH,0,MN,,,,,,,,,
OS,NMR,ECE,ST,NO,1,MN,,,,,,,,,
OS,NMR,ECE,ST,PH,0,MN,,,,,,,,,
OS,NMR,ECE,BC,NO,4,MN,,,,,,,,,
OS,NMR,ECE,BC,PH,0,MN,,,,,,,,,
HS,NMR,EEE,OP,NO,7,MN,,,,,,,,,
HS,NMR,EEE,OP,PH,0,MN,,,,,,,,,
HS,NMR,EEE,SC,NO,2,MN,,,,,,,,,
HS,NMR,EEE,SC,PH,1,MN,,,,,,,,,
HS,NMR,EEE,ST,NO,1,MN,,,,,,,,,
HS,NMR,EEE,ST,PH,0,MN,,,,,,,,,
HS,NMR,EEE,BC,NO,4,MN,,,,,,,,,
HS,NMR,EEE,BC,PH,0,MN,,,,,,,,,
OS,NMR,EEE,OP,NO,7,MN,,,,,,,,,
OS,NMR,EEE,OP,PH,0,MN,,,,,,,,,
OS,NMR,EEE,SC,NO,2,MN,,,,,,,,,
OS,NMR,EEE,SC,PH,0,MN,,,,,,,,,
OS,NMR,EEE,ST,NO,2,MN,,,,,,,,,
OS,NMR,EEE,ST,PH,0,MN,,,,,,,,,
OS,NMR,EEE,BC,NO,3,MN,,,,,,,,,
OS,NMR,EEE,BC,PH,1,MN,,,,,,,,,
HS,NMR,MEC,OP,NO,8,MN,,,,,,,,,
HS,NMR,MEC,OP,PH,0,MN,,,,,,,,,
HS,NMR,MEC,SC,NO,2,MN,,,,,,,,,
HS,NMR,MEC,SC,PH,0,MN,,,,,,,,,
HS,NMR,MEC,ST,NO,1,MN,,,,,,,,,
HS,NMR,MEC,ST,PH,0,MN,,,,,,,,,
HS,NMR,MEC,BC,NO,4,MN,,,,,,,,,
HS,NMR,MEC,BC,PH,0,MN,,,,,,,,,
OS,NMR,MEC,OP,NO,8,MN,,,,,,,,,
OS,NMR,MEC,OP,PH,0,MN,,,,,,,,,
OS,NMR,MEC,SC,NO,2,MN,,,,,,,,,
OS,NMR,MEC,SC,PH,0,MN,,,,,,,,,
OS,NMR,MEC,ST,NO,1,MN,,,,,,,,,
OS,NMR,MEC,ST,PH,0,MN,,,,,,,,,
OS,NMR,MEC,BC,NO,4,MN,,,,,,,,,
OS,NMR,MEC,BC,PH,0,MN,,,,,,,,,
HS,NMZ,CIV,OP,NO,8,MZ,,,,,,,,,
HS,NMZ,CIV,OP,PH,0,MZ,,,,,,,,,
HS,NMZ,CIV,SC,NO,2,MZ,,,,,,,,,
HS,NMZ,CIV,SC,PH,0,MZ,,,,,,,,,
HS,NMZ,CIV,ST,NO,1,MZ,,,,,,,,,
HS,NMZ,CIV,ST,PH,1,MZ,,,,,,,,,
HS,NMZ,CIV,BC,NO,4,MZ,,,,,,,,,
HS,NMZ,CIV,BC,PH,0,MZ,,,,,,,,,
OS,NMZ,CIV,OP,NO,7,MZ,,,,,,,,,
OS,NMZ,CIV,OP,PH,0,MZ,,,,,,,,,
OS,NMZ,CIV,SC,NO,2,MZ,,,,,,,,,
OS,NMZ,CIV,SC,PH,0,MZ,,,,,,,,,
OS,NMZ,CIV,ST,NO,1,MZ,,,,,,,,,
OS,NMZ,CIV,ST,PH,0,MZ,,,,,,,,,
OS,NMZ,CIV,BC,NO,4,MZ,,,,,,,,,
OS,NMZ,CIV,BC,PH,0,MZ,,,,,,,,,
HS,NMZ,CSE,OP,NO,7,MZ,,,,,,,,,
HS,NMZ,CSE,OP,PH,0,MZ,,,,,,,,,
HS,NMZ,CSE,SC,NO,2,MZ,,,,,,,,,
HS,NMZ,CSE,SC,PH,0,MZ,,,,,,,,,
HS,NMZ,CSE,ST,NO,1,MZ,,,,,,,,,
HS,NMZ,CSE,ST,PH,0,MZ,,,,,,,,,
HS,NMZ,CSE,BC,NO,4,MZ,,,,,,,,,
HS,NMZ,CSE,BC,PH,1,MZ,,,,,,,,,
OS,NMZ,CSE,OP,NO,8,MZ,,,,,,,,,
OS,NMZ,CSE,OP,PH,0,MZ,,,,,,,,,
